Molecule,Solubility
F-262,-3.770000
F-263,-3.860000
F-265,-3.310000
F-266,-3.940000
F-267,-2.080000
F-268,-1.160000
F-270,-3.710000
F-272,-2.580000
F-276,-3.550000
F-277,-4.360000
F-278,-3.400000
F-279,-4.720000
F-281,-4.140000
F-291,-4.520000
F-292,-0.550000
F-293,-4.960000
F-294,-3.220000
F-295,-3.050000
F-296,-3.340000
F-299,-2.970000
F-301,-2.770000
F-302,-3.040000
F-306,-5.110000
F-310,-0.600000
F-314,-4.000000
F-315,-2.710000
F-316,-2.500000
F-317,-1.560000
F-319,-4.270000
F-320,-1.470000
F-321,-3.600000
F-322,-1.690000
F-323,-3.520000
F-324,-4.000000
F-329,-2.680000
F-331,-5.720000
F-333,-2.530000
F-334,-2.220000
F-335,-3.490000
F-338,-2.350000
F-339,-5.270000
F-340,-1.670000
F-344,-1.350000
F-345,-1.730000
F-347,-1.910000
F-348,-3.820000
F-349,-2.300000
F-351,-0.730000
F-352,-1.020000
F-354,-2.830000
F-355,-1.940000
F-357,-2.870000
F-358,-5.700000
F-359,-2.280000
F-360,-1.520000
F-361,-1.880000
F-363,-5.090000
F-367,-2.680000
F-369,-1.590000
F-374,-2.310000
F-375,-2.620000
F-378,-2.060000
F-379,-1.610000
F-380,-1.460000
F-381,-0.760000
F-383,-3.480000
F-391,-2.730000
F-393,-1.970000
F-394,-1.190000
F-395,-2.670000
F-396,-0.750000
F-397,-1.910000
F-401,-1.390000
F-402,-3.220000
F-403,-1.100000
F-404,-0.890000
F-405,-2.830000
F-406,-5.910000
F-408,-1.790000
F-409,-6.540000
F-410,-0.460000
F-411,-3.740000
F-412,-2.520000
F-413,-3.660000
F-415,-4.160000
F-416,-3.050000
F-417,-2.140000
F-418,-0.840000
F-419,-0.470000
F-420,-2.730000
F-421,-1.410000
F-422,-3.500000
F-426,-1.860000
F-427,-1.780000
F-428,-3.470000
F-429,-5.280000
F-432,-3.330000
F-433,-0.930000
F-435,-2.310000
F-436,-3.180000
F-437,-2.200000
F-438,-2.360000
F-439,-3.350000
F-440,-5.220000
F-441,-4.000000
F-442,-2.820000
F-443,-4.800000
F-445,-1.780000
F-446,-2.170000
F-448,-0.680000
F-449,-3.350000
F-451,-0.910000
F-453,-1.770000
F-454,-2.890000
F-455,-3.520000
F-456,-3.230000
F-457,-2.690000
F-459,-3.820000
F-460,-8.560000
F-462,-2.220000
F-463,-2.640000
F-464,-3.110000
F-465,-0.960000
F-470,-2.560000
F-471,-2.380000
F-472,-1.790000
F-474,-4.490000
F-477,-0.370000
F-478,-3.090000
F-479,-3.140000
F-481,-1.810000
F-482,-1.520000
F-483,-4.000000
F-485,-3.660000
F-486,-2.910000
F-487,-2.100000
F-489,-2.940000
F-491,-3.160000
F-494,-1.550000
F-495,-6.000000
F-500,-3.170000
F-501,-3.120000
F-503,-2.830000
F-507,-3.210000
F-509,-3.590000
F-511,-3.540000
F-513,-1.600000
F-514,-2.060000
F-519,-2.540000
F-521,0.010000
F-524,-0.730000
F-526,-3.550000
F-531,-3.640000
F-533,-3.050000
F-534,-6.040000
F-535,-1.410000
F-537,-1.890000
F-540,-3.920000
F-543,-2.660000
F-544,-3.840000
F-547,-4.240000
F-548,-0.990000
F-549,-1.490000
F-550,-4.020000
F-555,-1.830000
F-559,-4.420000
F-562,-6.010000
F-563,-3.080000
F-564,-4.170000
F-565,-1.410000
F-566,-2.720000
F-567,-4.070000
F-568,-4.150000
F-570,-3.650000
F-571,-0.050000
F-572,-1.580000
F-573,-0.660000
F-574,-2.350000
F-575,-2.380000
F-576,-2.070000
F-578,-1.630000
F-580,-3.850000
F-582,-0.300000
F-585,-6.410000
F-586,-1.020000
F-588,-2.890000
F-589,-2.700000
F-590,-2.310000
F-591,-1.680000
F-592,-5.080000
F-594,-2.910000
F-595,-1.520000
F-596,-1.260000
F-597,-1.780000
F-598,-2.520000
F-599,-0.890000
F-600,-1.230000
F-601,-1.230000
F-602,0.390000
F-604,-0.870000
F-605,-1.740000
F-606,-2.160000
F-607,-3.550000
F-608,-1.800000
F-609,-2.590000
F-610,-2.110000
F-611,-3.100000
F-612,-4.160000
F-613,-4.350000
F-614,-4.820000
F-617,-3.410000
F-618,-1.470000
F-619,-2.300000
F-621,-1.980000
F-622,-1.320000
F-623,-1.830000
F-624,-5.440000
F-625,-3.390000
F-626,-3.330000
F-627,-3.380000
F-628,-3.510000
F-629,-3.070000
F-630,-2.800000
F-631,-1.160000
F-633,-1.740000
F-634,-1.660000
F-635,-3.820000
F-636,-1.530000
F-637,-3.510000
F-638,-3.670000
F-639,-3.160000
F-640,-3.950000
F-641,-4.100000
F-642,-4.220000
F-643,-2.660000
F-644,-3.630000
F-645,-1.640000
F-646,-3.950000
F-647,-1.850000
F-648,-2.690000
F-649,-4.090000
F-650,-4.220000
F-651,-4.430000
F-652,-3.000000
F-653,-3.410000
F-654,-2.020000
F-655,-4.230000
F-656,-4.420000
F-657,-4.560000
F-658,-1.210000
F-659,-2.290000
F-660,-2.330000
F-661,-0.330000
F-664,-4.670000
F-665,-3.420000
F-667,-2.960000
F-668,-1.520000
F-669,-2.410000
F-670,-3.370000
F-671,-2.350000
F-673,-1.400000
F-674,-3.100000
F-675,-0.560000
F-676,-3.000000
F-678,-2.880000
F-679,-4.500000
F-680,-3.100000
F-681,-2.020000
F-683,-2.300000
F-684,-2.400000
F-685,-3.030000
F-686,-3.020000
F-687,-4.220000
F-688,-2.720000
F-690,-3.000000
F-691,-3.090000
F-692,-1.160000
F-694,-0.360000
F-695,-2.960000
F-697,-2.610000
F-698,-3.430000
F-700,-2.130000
F-701,-4.000000
F-703,-2.120000
F-704,-2.710000
F-705,1.130000
F-706,0.650000
F-707,-2.390000
F-708,-1.380000
F-709,0.020000
F-710,-2.400000
F-711,-2.120000
F-712,-1.660000
F-713,-0.950000
F-714,-1.580000
F-715,-1.530000
F-716,-2.420000
F-717,-1.730000
F-718,-1.090000
F-719,-1.390000
F-721,-1.840000
F-722,-0.980000
F-723,-2.480000
F-724,-2.240000
F-725,-1.550000
F-726,-2.170000
F-727,-1.680000
F-728,-1.020000
F-729,-1.490000
F-730,-2.200000
F-731,-2.680000
F-732,-2.680000
F-733,-1.620000
F-734,-1.490000
F-736,-2.970000
F-738,-3.350000
F-739,-0.940000
F-740,-2.230000
F-741,-1.900000
F-742,-4.630000
F-743,-2.830000
F-745,-4.220000
F-747,-0.490000
F-749,-1.530000
F-751,-0.800000
F-752,-1.720000
F-753,-1.960000
F-754,-1.220000
F-756,-2.160000
F-757,-2.840000
F-758,-1.300000
F-761,-1.500000
F-762,-3.290000
F-763,-2.540000
F-767,-1.000000
F-768,-1.150000
F-769,-2.990000
F-771,-0.070000
F-774,-1.750000
F-775,-1.410000
F-776,-0.290000
F-778,-1.270000
F-780,-2.880000
F-782,-1.620000
F-783,-0.060000
F-784,-3.260000
F-786,-2.150000
F-787,-3.730000
F-790,-4.360000
F-792,-1.760000
F-793,-2.600000
F-794,-3.650000
F-795,-1.450000
F-796,-5.680000
F-797,-2.450000
F-798,-1.300000
F-799,-4.780000
F-801,-2.110000
F-802,-0.640000
F-803,-4.330000
F-804,-4.400000
F-805,-7.220000
F-806,-4.180000
F-807,-0.900000
F-808,-3.190000
F-810,-4.600000
F-811,-2.640000
F-812,-5.220000
F-813,-3.570000
F-814,-1.600000
F-815,-1.630000
F-816,-2.240000
F-819,-2.820000
F-824,-2.630000
F-825,-2.030000
F-826,-1.480000
F-827,0.160000
F-828,-4.770000
F-830,-0.440000
F-831,-0.400000
F-832,-4.330000
F-834,-3.490000
F-836,-2.750000
F-838,-5.090000
F-839,-4.080000
F-840,-1.230000
F-841,-0.590000
F-842,-1.200000
F-843,-1.220000
F-844,-1.350000
F-845,-1.070000
F-846,-2.480000
F-847,-2.000000
F-848,-1.780000
F-849,-1.210000
F-850,-5.400000
F-851,-1.830000
F-852,-1.540000
F-853,-2.050000
F-854,-2.160000
F-855,-3.370000
F-856,-1.150000
F-857,-1.010000
F-858,-5.000000
F-859,-2.640000
F-860,-3.190000
F-861,-4.150000
F-862,-3.890000
F-863,-4.890000
F-864,-4.060000
F-865,-3.470000
F-866,-4.700000
F-867,-4.520000
F-868,-4.120000
F-869,-3.150000
F-870,-3.390000
F-871,-1.790000
F-872,-2.500000
F-873,-2.600000
F-874,-3.210000
F-875,-2.530000
F-876,-3.410000
F-877,-2.790000
F-878,-4.700000
F-879,-2.630000
F-880,-3.500000
F-881,-3.100000
F-882,-4.470000
F-883,-4.170000
F-884,-3.650000
F-885,-3.610000
F-887,-2.460000
F-890,0.130000
F-891,-1.450000
F-892,-2.040000
F-893,-2.700000
F-894,-3.160000
F-895,-0.420000
F-896,-1.430000
F-897,-1.810000
F-898,-2.370000
F-899,-2.520000
F-900,-3.390000
F-901,-5.470000
F-903,-2.050000
F-904,-2.210000
F-905,-1.500000
F-906,-1.420000
F-907,-1.980000
F-908,-1.680000
F-909,-1.520000
F-910,-1.560000
F-911,-1.330000
F-912,-1.920000
F-913,-1.850000
F-914,-1.040000
F-915,-1.330000
F-916,-0.920000
F-917,-2.690000
F-918,-0.430000
F-919,-1.330000
F-928,-1.090000
F-935,-2.920000
F-944,-3.940000
F-951,-2.940000
F-952,-2.330000
F-953,-0.530000
F-955,-1.650000
F-957,-2.800000
F-958,-1.130000
F-959,-3.310000
F-960,-2.000000
F-961,-2.220000
F-963,-0.820000
F-968,-2.480000
F-969,-2.910000
F-971,-0.300000
F-972,-3.000000
F-974,-1.000000
F-976,-1.380000
F-977,-1.690000
F-978,-1.410000
F-979,-1.240000
F-980,-1.210000
F-981,-3.760000
F-982,-5.900000
F-985,-5.320000
F-986,-5.410000
F-987,-5.620000
F-988,-5.330000
F-989,-4.380000
F-990,-3.600000
F-991,-5.270000
F-992,-3.950000
F-993,-5.640000
F-994,-5.310000
F-995,-4.380000
F-996,-5.480000
F-998,-4.200000
F-999,-3.960000
F-1001,-2.030000
F-1002,-2.350000
F-1003,-2.960000
F-1004,-3.560000
F-1005,-5.160000
F-1006,-4.450000
F-1010,-3.960000
F-1011,-3.930000
F-1012,-0.300000
F-1013,-3.920000
F-1015,-3.340000
F-1017,-2.060000
F-1019,-1.710000
F-1020,-2.120000
F-1023,-4.680000
F-1026,-0.430000
F-1027,-3.550000
F-1028,-0.620000
F-1029,-0.030000
F-1053,-5.240000
F-1054,-5.820000
F-1055,-7.530000
F-1056,-3.330000
F-1057,-6.500000
F-1058,-6.970000
F-1059,-3.310000
F-1060,-3.400000
F-1061,-7.540000
F-1062,-7.120000
F-1063,-4.650000
F-1064,-7.330000
F-1065,-2.620000
F-1066,-5.070000
F-1067,-3.170000
F-1068,-5.590000
F-1069,-7.360000
F-1070,-3.980000
F-1071,-4.440000
F-1072,-4.440000
F-1073,-5.080000
F-1074,-5.000000
F-1075,-4.900000
F-1077,-3.030000
F-1078,-6.390000
F-1079,-5.090000
F-1080,-3.910000
F-1081,-4.570000
F-1082,-5.420000
F-1083,-4.480000
F-1084,-3.980000
F-1085,-4.440000
F-1086,-3.810000
F-1087,-5.040000
F-1088,-4.630000
F-1089,-4.170000
F-1090,-4.250000
F-1091,-2.920000
F-1092,-2.330000
F-1093,-2.910000
F-1094,-0.280000
F-1095,-4.050000
F-1096,-5.250000
F-1097,-2.380000
F-1099,-3.050000
F-1100,-3.960000
F-1102,-2.360000
F-1103,-2.820000
F-1104,-3.100000
F-1105,-3.710000
F-1106,-3.860000
F-1109,-4.410000
F-1110,-1.500000
F-1112,-3.310000
F-1113,-3.480000
F-1114,-1.960000
F-1115,-1.270000
F-1118,-2.650000
F-1119,-3.540000
F-1120,-0.620000
F-1121,-2.500000
F-1122,-2.440000
F-1123,-2.840000
F-1124,-2.330000
F-1125,-2.130000
F-1126,-2.350000
F-1127,-2.630000
F-1128,-3.020000
F-1129,-3.090000
F-1130,-1.430000
F-1132,-4.520000
F-1133,0.080000
F-1134,-2.120000
F-1135,-1.930000
F-1136,-2.140000
F-1137,-3.830000
F-1138,-1.240000
F-1139,-1.180000
F-1141,-1.110000
F-1142,-2.640000
F-1143,-1.660000
F-1144,-1.230000
F-1145,-0.960000
F-1146,-1.770000
F-1147,-2.920000
F-1148,-2.390000
F-1149,-1.510000
F-1150,-1.460000
F-1151,-1.280000
F-1152,-1.460000
F-1154,-1.520000
F-1155,-1.490000
F-1156,-3.700000
F-1158,-1.290000
F-1159,-3.750000
F-1160,-4.700000
F-1162,-2.370000
F-1163,-1.950000
F-1164,-2.310000
F-1165,-4.840000
F-1167,-4.350000
F-1169,-2.720000
F-1171,-0.800000
F-1172,-0.850000
F-1173,-1.180000
F-1174,-2.620000
F-1175,-1.280000
F-1176,-1.940000
F-1177,-2.010000
F-1178,-3.220000
F-1179,-2.190000
F-1180,-3.520000
F-1182,-1.310000
F-1183,-0.860000
F-1184,-2.380000
F-1185,-2.370000
F-1186,-4.400000
F-1187,-1.120000
F-1188,-2.030000
F-1189,-2.340000
F-1191,-4.570000
F-1193,-3.950000
F-1194,-3.080000
F-1195,-2.110000
F-1196,-4.380000
F-1197,-3.050000
F-1198,-3.130000
F-1199,-2.810000
F-1201,-2.280000
F-1202,-2.120000
F-1204,-2.290000
F-1205,-1.660000
F-1206,-1.540000
F-1207,-1.780000
F-1209,-1.590000
F-1210,0.610000
G-14,-6.980000
G-26,-2.740000
G-56,-1.740000
G-68,-1.940000
G-79,-5.510000
G-92,-4.550000
G-115,0.620000
G-117,-11.600000
G-126,-7.210000
G-127,-7.430000
G-130,-4.360000
G-150,-3.150000
G-151,-3.100000
G-152,-6.290000
G-154,-2.670000
G-156,-3.370000
G-158,-2.670000
G-167,-6.270000
G-184,-1.790000
G-195,-2.230000
G-212,-2.460000
G-213,-1.520000
G-238,-5.080000
G-258,0.430000
G-267,-1.380000
G-281,-6.301000
G-284,-5.886000
G-287,-0.180000
G-289,-0.720000
G-296,-7.920000
G-339,-2.148000
G-346,-2.580000
G-365,0.260000
G-367,-3.590000
G-374,-3.850000
G-383,-0.770000
G-401,-3.538000
G-402,-5.931000
G-407,0.651000
G-476,-3.224000
G-493,-4.576000
G-495,-0.092000
G-502,-4.530000
G-514,-1.300000
G-515,-4.300000
G-523,-4.210000
G-524,-5.839000
G-525,-5.382000
G-532,-0.880000
G-533,-3.180000
G-542,-1.290000
G-546,-2.349000
G-550,-8.176000
G-554,-3.094000
G-560,-8.402000
G-584,-4.950000
G-589,-2.420000
G-595,-6.144000
G-599,-2.240000
G-600,0.523000
G-611,-2.580000
G-613,-7.320000
G-640,-6.124000
G-659,-2.350000
G-668,-0.400000
G-686,-1.800000
G-688,-0.972000
G-690,-5.613000
G-704,0.640000
G-707,-2.943000
G-731,-2.630000
G-732,-3.090000
G-743,-3.010000
G-771,-3.021000
G-776,-4.640000
G-790,-1.899000
G-811,0.460000
G-815,-0.820000
G-819,-1.870000
G-823,-3.380000
G-824,-3.170000
G-825,-1.360000
G-832,-1.827000
G-837,-1.803000
G-838,-2.564000
G-864,-3.190000
G-867,-4.760000
G-875,-0.220000
G-877,-3.380000
G-882,-3.931000
G-885,-4.570000
G-906,0.106000
G-907,-3.952000
G-923,-4.030000
G-927,-5.915000
G-958,-4.862000
G-959,-2.932000
G-964,-7.870000
G-978,-3.180000
G-991,-3.408000
G-1002,-1.080000
G-1011,-0.667000
G-1020,-5.030000
G-1023,-2.696000
G-1024,-2.620000
G-1027,-2.452000
G-1031,-3.672000
G-1032,-3.928000
G-1033,-4.114000
G-1034,-4.207000
G-1035,-4.554000
G-1036,-4.634000
G-1037,-4.706000
G-1038,-4.749000
G-1039,-2.860000
G-1041,-4.871000
G-1042,-5.153000
G-1043,-5.360000
G-1044,-3.043000
G-1045,-3.324000
G-1046,-3.360000
G-1047,-3.535000
G-1048,-3.680000
G-1056,-2.676000
G-1058,-1.981000
G-1060,-3.840000
G-1066,0.790000
G-1069,-1.340000
G-1072,0.320000
G-1078,-4.020000
G-1079,-5.184000
G-1086,-7.321000
G-1107,-4.150000
G-1116,-2.404000
G-1122,-2.168000
G-1127,-6.010000
G-1132,-4.190000
G-1141,-4.925000
H-11,-3.760000
H-25,-3.770000
H-81,-7.000000
H-94,-12.950000
H-102,-7.740000
H-130,-1.990000
H-137,-1.120000
H-178,-2.090000
H-197,-1.080000
H-215,-8.940000
H-219,-9.120000
H-231,-7.560000
H-232,-8.560000
H-238,-8.320000
H-245,-10.660000
H-268,-3.820000
H-315,-0.880000
H-341,-3.970000
H-353,-0.620000
H-354,-2.460000
H-391,-0.600000
H-392,-0.290000
H-393,-0.240000
H-399,-2.300000
H-409,-2.840000
H-419,-4.230000
H-426,-8.060000
H-427,-2.720000
H-430,-5.130000
H-432,-4.680000
H-433,-5.470000
H-434,-7.990000
H-435,-7.400000
H-436,-8.030000
H-437,-8.360000
H-438,-7.490000
H-439,-8.180000
H-440,-7.240000
H-441,-7.440000
H-447,-8.530000
H-450,-6.940000
H-453,-8.770000
H-463,-2.740000
H-475,-7.300000
H-479,-4.200000
H-482,-4.600000
H-491,-7.580000
H-496,-2.140000
H-499,-3.040000
H-514,-3.300000
H-516,-4.230000
H-517,-10.550000
H-519,-8.060000
H-524,-3.170000
H-525,-0.710000
H-530,-6.050000
H-545,-5.850000
H-548,-4.400000
H-553,-4.160000
H-556,-6.080000
H-569,-4.290000
H-570,-3.410000
H-572,-7.040000
H-574,-4.010000
I-2,-3.070000
I-4,-2.620000
I-6,-2.440000
I-9,-4.550000
I-10,-5.790000
I-11,-2.000000
I-13,-2.260000
I-14,-4.060000
I-17,-4.260000
I-18,-2.940000
I-19,-2.670000
I-20,-5.070000
I-21,-3.250000
I-24,-2.660000
I-26,-3.600000
I-27,-2.900000
I-28,-2.510000
I-33,-3.160000
I-34,-2.950000
I-37,-2.650000
I-38,-3.700000
I-42,-5.490000
I-43,-4.430000
I-45,-2.970000
I-54,-3.610000
I-55,-2.900000
I-56,-4.500000
I-60,-4.020000
I-62,-3.090000
I-63,-3.870000
I-65,-4.190000
I-66,-2.290000
I-70,-3.790000
I-72,-1.720000
I-74,-2.790000
I-75,-2.500000
I-76,-3.130000
I-77,-3.370000
I-79,-2.730000
I-80,-6.140000
I-83,-4.500000
I-84,-3.010000
I-85,-2.930000
I-86,-2.190000
I-93,-3.980000
I-94,-4.780000
